楷書編號(網址),小篆編號,筆畫
27704,3371,12
2909,3381,12
1504,3393,12
1504,3393,12
2193,3399,12
2612,3413,12
8011,3420,12
29373,3424,12
8028,3425,12
8002,3429,12
7992,3431,12
8018,3433,12
6777,3440,12
2615,3443,12
7997,3454,12
8001,3456,12
2623,3499,12
2631,3506,12
8007,3534,12
29306,3556,12
29372,3578,12
8008,3580,12
2616,3606,12
6788,3616,12
2626,3630,12
8009,3694,12
29344,3702,12
2630,3711,12
2619,3712,12
7995,3716,12
7987,3723,12
2628,3724,12
29358,3727,12
3484,3731,12
2624,3735,12
7988,3736,12
7986,3746,12
8017,3752,12
8023,3762,12
2175,3766,12
2175,3766,12
8000,3779,12
7993,3782,12
29369,3783,12
7996,3790,12
37733,3796,12
2610,3808,12
29376,3811,12
8014,3814,12
2682,3829,12
8015,3832,12
8016,3835,12
2618,3836,12
23513,3851,12
1146,3855,12
1146,3855,12
2898,3859,12
39425,3860,12
2788,3866,12
39698,3870,12
2500,3910,12
2841,3926,12
2843,3927,12
2848,3932,12
49100,3937,12
2837,3946,12
2839,3947,12
8364,3950,12
2847,3953,12
2842,3955,12
2845,3960,12
2846,3964,12
49097,3969,12
2844,3973,12
8362,3975,12
2838,3978,12
2840,3979,12
2871,3994,12
50292,3998,12
8404,4002,12
8401,4027,12
8411,4034,12
8406,4040,12
6145,4046,12
8413,4049,12
9085,4054,12
2873,4057,12
8407,4063,12
2870,4076,12
8403,4104,12
7117,4109,12
8412,4110,12
8402,4151,12
50312,4154,12
2872,4166,12
31806,4184,12
7982,4185,12
2601,4190,12
2605,4197,12
7979,4202,12
7980,4217,12
2602,4222,12
933,4229,12
8239,4229,12
2597,4235,12
7978,4246,12
2609,4258,12
7975,4260,12
2644,4275,12
2600,4284,12
5199,4292,12
5199,4292,12
2608,4296,12
2608,4296,12
3135,4305,12
3135,4305,12
3135,4305,12
2747,4331,12
2747,4331,12
2614,4335,12
2613,4336,12
2731,4363,12
3956,4368,12
3956,4368,12
8190,4373,12
39679,4376,12
39648,4403,12
8189,4405,12
2728,4410,12
39690,4413,12
2730,4423,12
2727,4427,12
2729,4432,12
2922,4442,12
8876,4456,12
45143,4474,12
44007,4499,12
1860,4501,12
31375,4509,12
1604,4533,12
1604,4533,12
7909,4541,12
27179,4543,12
27182,4545,12
7867,4548,12
7868,4552,12
7870,4554,12
27178,4557,12
2522,4563,12
7871,4580,12
7871,4580,12
2523,4588,12
26876,4588,12
2521,4591,12
41007,4621,12
41016,4629,12
2734,4634,12
2732,4646,12
2524,4663,12
7873,4668,12
2710,4673,12
8150,4677,12
40406,4690,12
8153,4692,12
8154,4714,12
2712,4744,12
40379,4750,12
2714,4751,12
40399,4763,12
21775,4776,12
2462,4785,12
42877,4795,12
8228,4810,12
6514,4812,12
8354,4820,12
2533,4839,12
25377,4848,12
25417,4849,12
25372,4860,12
25376,4863,12
25356,4868,12
2536,4875,12
25371,4881,12
25382,4889,12
8463,4918,12
1115,4926,12
1115,4926,12
2457,4937,12
20958,4949,12
7774,4951,12
2458,4955,12
20961,4989,12
2456,5004,12
2455,5018,12
6164,5040,12
20918,5048,12
1109,5052,12
2454,5059,12
1980,5069,12
20822,5075,12
20970,5108,12
7777,5121,12
20952,5124,12
7776,5172,12
1781,5189,12
1781,5189,12
2806,5208,12
8247,5213,12
2876,5219,12
2876,5219,12
2816,5229,12
8335,5283,12
8333,5294,12
8330,5303,12
2817,5311,12
8325,5322,12
8045,5372,12
27513,5385,12
27504,5393,12
1208,5394,12
1208,5394,12
1208,5394,12
847,5402,12
565,5403,12
7789,5443,12
2820,5447,12
49374,5462,12
8339,5468,12
49382,5473,12
8338,5488,12
49385,5489,12
2635,5496,12
35625,5502,12
2633,5510,12
8035,5521,12
8036,5544,12
35636,5552,12
2634,5558,12
32119,5563,12
20931,5563,12
32119,5563,12
2721,5566,12
29037,5569,12
55044,5574,12
2910,5590,12
2911,5622,12
55043,5641,12
2912,5676,12
1629,5689,12
2595,5694,12
2824,5742,12
778,5754,12
8255,5763,12
6188,5787,12
6188,5787,12
7884,5823,12
7882,5831,12
7888,5851,12
25913,5863,12
7885,5866,12
2528,5874,12
2529,5877,12
2531,5881,12
2541,5904,12
2539,5911,12
26870,5933,12
26877,5935,12
2538,5940,12
2540,5941,12
2472,5952,12
7793,5955,12
24457,5973,12
38022,5988,12
8181,5994,12
8170,5995,12
8177,6004,12
8176,6006,12
8173,6008,12
8179,6010,12
38043,6011,12
2726,6022,12
8441,6039,12
48918,6060,12
27358,6067,12
27358,6067,12
27358,6067,12
31810,6068,12
7903,6073,12
2390,6077,12
2390,6077,12
8361,6089,12
2836,6092,12
8360,6098,12
2835,6102,12
4363,6103,12
4363,6103,12
1955,6104,12
1955,6104,12
1955,6104,12
57239,6108,12
2919,6170,12
2867,6261,12
45792,6266,12
8775,6269,12
8123,6274,12
30339,6281,12
2692,6284,12
2690,6287,12
3921,6291,12
8128,6318,12
37735,6323,12
2689,6339,12
2691,6341,12
8127,6348,12
8117,6349,12
30344,6351,12
8118,6353,12
23874,6386,12
2683,6387,12
1744,6391,12
8108,6401,12
31404,6412,12
2054,6436,12
8095,6445,12
2679,6447,12
2680,6452,12
2680,6452,12
27171,6454,12
8096,6459,12
8097,6461,12
2685,6470,12
45147,6505,12
2923,6506,12
2733,6543,12
8100,6545,12
2494,6587,12
2749,6592,12
2511,6605,12
23067,6606,12
2510,6607,12
2032,6611,12
2506,6614,12
27914,6623,12
1183,6624,12
31383,6624,12
1775,6625,12
7839,6628,12
8193,6647,12
40835,6650,12
2736,6656,12
2607,6662,12
2607,6662,12
2607,6662,12
63615,6675,12
63615,6675,12
2552,6683,12
37115,6690,12
7914,6691,12
2559,6694,12
7915,6696,12
7924,6721,12
37124,6730,12
7908,6733,12
36958,6741,12
37142,6744,12
37091,6749,12
7927,6752,12
37107,6766,12
7912,6767,12
37125,6768,12
2565,6770,12
37047,6775,12
36993,6778,12
2563,6788,12
20967,6797,12
2556,6803,12
28234,6803,12
7919,6811,12
2547,6827,12
36994,6837,12
3009,6843,12
2548,6844,12
37150,6848,12
37089,6852,12
2550,6856,12
2549,6867,12
2557,6868,12
36973,6872,12
36982,6877,12
2558,6882,12
2562,6912,12
7911,6917,12
37139,6927,12
7907,6934,12
7910,6944,12
2645,6957,12
3083,6959,12
2659,6969,12
2677,6974,12
6391,6995,12
2655,7002,12
8070,7009,12
8069,7037,12
2670,7047,12
8073,7053,12
8061,7071,12
2671,7110,12
8060,7113,12
8064,7145,12
2665,7146,12
2663,7147,12
8059,7154,12
2668,7158,12
8072,7164,12
8067,7191,12
2669,7196,12
8065,7212,12
2657,7219,12
2650,7224,12
2674,7226,12
1315,7240,12
1315,7240,12
2646,7244,12
6031,7246,12
2649,7254,12
2654,7255,12
2654,7255,12
2658,7256,12
8075,7259,12
8081,7263,12
8090,7268,12
8058,7274,12
2651,7289,12
2662,7304,12
8048,7307,12
8078,7311,12
2661,7322,12
8062,7323,12
8724,7333,12
8066,7348,12
2672,7349,12
3894,7350,12
8063,7364,12
32473,7372,12
8057,7379,12
2676,7392,12
8055,7398,12
2667,7400,12
2653,7401,12
2783,7407,12
2675,7421,12
2643,7424,12
8047,7427,12
3080,7430,12
44118,7458,12
44118,7458,12
51137,7466,12
35111,7473,12
7790,7478,12
21704,7480,12
21694,7483,12
2908,7536,12
8462,7661,12
8249,7671,12
2622,7672,12
41820,7673,12
2567,7681,12
2892,7694,12
54338,7706,12
5198,7711,12
5198,7711,12
2888,7714,12
2888,7714,12
2891,7720,12
2889,7727,12
2886,7745,12
8443,7749,12
2765,7766,12
8233,7782,12
2569,7788,12
2580,7798,12
7946,7819,12
2579,7833,12
2579,7833,12
2578,7839,12
7962,7847,12
7950,7848,12
2576,7855,12
7939,7861,12
33808,7868,12
7952,7870,12
2577,7882,12
7956,7912,12
7932,7913,12
2588,7916,12
2588,7916,12
2581,7919,12
7953,7928,12
2574,7933,12
7938,7949,12
2584,7952,12
7943,7956,12
33778,7965,12
2582,7968,12
7940,7979,12
7948,7993,12
7949,7994,12
33871,7997,12
33803,8014,12
2583,8016,12
7963,8033,12
3026,8049,12
2586,8050,12
7840,8074,12
2516,8081,12
7847,8108,12
2985,8109,12
7855,8121,12
2518,8122,12
6224,8123,12
2514,8141,12
7854,8143,12
7862,8154,12
7845,8186,12
7843,8187,12
28226,8193,12
7851,8198,12
28287,8199,12
2517,8219,12
7842,8224,12
7844,8231,12
7852,8241,12
28242,8247,12
7848,8248,12
28295,8266,12
7849,8269,12
28253,8271,12
28269,8285,12
28237,8290,12
7853,8300,12
28300,8301,12
2566,8335,12
2700,8362,12
2700,8362,12
2698,8364,12
2699,8365,12
2740,8383,12
20370,8388,12
8144,8433,12
2717,8459,12
2542,8462,12
2542,8462,12
47232,8480,12
8211,8483,12
47198,8488,12
47223,8489,12
2752,8502,12
2752,8502,12
2312,8515,12
2750,8531,12
47227,8538,12
2757,8540,12
8221,8548,12
2758,8562,12
47247,8565,12
8222,8570,12
2760,8573,12
2753,8579,12
47203,8610,12
47208,8616,12
47220,8640,12
8216,8654,12
47221,8659,12
47239,8671,12
47206,8677,12
2754,8681,12
2756,8682,12
8212,8683,12
8208,8690,12
8223,8698,12
2759,8704,12
8217,8709,12
8210,8714,12
2755,8735,12
7666,8742,12
42164,8747,12
42145,8752,12
2809,8764,12
8311,8766,12
8310,8772,12
42140,8773,12
2084,8779,12
8308,8799,12
42169,8821,12
8312,8827,12
42143,8844,12
8307,8847,12
2807,8849,12
2812,8855,12
8315,8873,12
42184,8875,12
42161,8876,12
8318,8882,12
42157,8899,12
5176,8919,12
5176,8919,12
8321,8925,12
4449,8947,12
4449,8947,12
2811,8961,12
7823,8977,12
23065,8989,12
7829,8992,12
23052,8993,12
7824,9003,12
2502,9005,12
7826,9013,12
2504,9025,12
7825,9050,12
23027,9057,12
6211,9064,12
6211,9064,12
1578,9066,12
814,9074,12
2503,9098,12
1173,9101,12
2501,9117,12
2501,9117,12
8147,9128,12
39131,9132,12
8146,9145,12
1764,9148,12
2921,9154,12
2921,9154,12
2705,9162,12
2470,9164,12
2469,9180,12
2468,9187,12
2468,9187,12
22316,9192,12
2918,9200,12
8425,9217,12
8422,9243,12
2878,9287,12
8434,9295,12
2883,9300,12
22095,9319,12
2881,9329,12
2881,9329,12
8427,9330,12
8419,9339,12
53497,9349,12
8428,9351,12
8438,9353,12
7752,9370,12
2884,9377,12
2877,9388,12
8426,9394,12
53514,9401,12
2882,9405,12
8430,9414,12
8429,9432,12
2596,9434,12
7974,9435,12
7972,9442,12
7973,9444,12
36577,9452,12
36574,9455,12
41414,9458,12
8384,9469,12
8391,9489,12
8393,9491,12
2861,9494,12
8385,9502,12
8392,9512,12
8388,9514,12
8383,9521,12
48202,9530,12
2862,9534,12
2860,9542,12
8389,9544,12
29359,9547,12
8390,9548,12
2896,9573,12
2897,9579,12
2893,9597,12
8448,9600,12
2901,9608,12
8447,9620,12
8449,9629,12
53258,9633,12
2894,9642,12
53284,9649,12
8446,9650,12
2899,9652,12
2900,9654,12
8218,9667,12
2865,9680,12
25378,9703,12
2863,9707,12
64430,9707,12
52310,9709,12
2519,9725,12
2519,9725,12
2520,9734,12
48643,9761,12
8415,9774,12
2874,9792,12
48600,9795,12
48634,9801,12
8417,9810,12
2525,9829,12
2525,9829,12
3160,15,13
3159,22,13
8844,45,13
8845,63,13
3161,71,13
3122,91,13
28822,93,13
28831,96,13
3121,100,13
8783,107,13
8781,117,13
3118,120,13
3117,124,13
8782,131,13
3115,144,13
28843,155,13
8784,156,13
8788,179,13
8787,184,13
3114,201,13
8778,219,13
45995,251,13
3213,260,13
3210,274,13
3212,283,13
8967,287,13
8964,288,13
8965,296,13
50847,305,13
8934,312,13
45927,319,13
8962,320,13
8960,352,13
8940,369,13
45924,372,13
8944,374,13
45917,376,13
8951,382,13
8966,396,13
8935,399,13
8957,444,13
8933,447,13
3218,459,13
8941,476,13
45905,480,13
8942,481,13
3216,496,13
3223,499,13
45960,509,13
8947,530,13
46013,537,13
45966,540,13
3211,550,13
8294,565,13
45915,569,13
8952,585,13
3640,586,13
39332,595,13
45921,605,13
45938,625,13
8980,627,13
607,628,13
607,628,13
607,628,13
8927,639,13
3214,645,13
3224,646,13
8950,666,13
3225,674,13
45990,677,13
1873,679,13
3217,703,13
3269,713,13
36892,722,13
8766,772,13
35219,783,13
8491,789,13
8491,789,13
7809,794,13
8490,801,13
24509,813,13
1561,837,13
8497,862,13
8511,868,13
8505,881,13
2950,888,13
2952,900,13
8510,901,13
56718,920,13
24537,936,13
8496,937,13
2960,945,13
30369,945,13
8489,960,13
2482,977,13
2849,989,13
47857,1000,13
47856,1008,13
47859,1013,13
9044,1020,13
9047,1028,13
9043,1042,13
47853,1048,13
47851,1049,13
47852,1055,13
9051,1061,13
31219,1064,13
3065,1081,13
8553,1090,13
3310,1109,13
44235,1113,13
3313,1114,13
9076,1119,13
3308,1126,13
10852,1130,13
27536,1134,13
3300,1137,13
3314,1138,13
50878,1143,13
3306,1158,13
3304,1162,13
3303,1174,13
50851,1174,13
9074,1178,13
3309,1184,13
50852,1193,13
50885,1202,13
3302,1204,13
23443,1204,13
3312,1211,13
3305,1212,13
3307,1214,13
2996,1235,13
2995,1242,13
8577,1243,13
2089,1253,13
2089,1253,13
3240,1272,13
26422,1274,13
30957,1324,13
3285,1327,13
3290,1331,13
9061,1348,13
3286,1351,13
3288,1369,13
9062,1379,13
9059,1396,13
7716,1406,13
3287,1407,13
8500,1422,13
2953,1429,13
2953,1429,13
1998,1449,13
1998,1449,13
1998,1449,13
1998,1449,13
3329,1453,13
9026,1477,13
3257,1485,13
3270,1501,13
3255,1510,13
51716,1514,13
51730,1515,13
3262,1521,13
22605,1525,13
3256,1537,13
3267,1540,13
51722,1545,13
3263,1547,13
9021,1554,13
9023,1557,13
3261,1576,13
9018,1610,13
9027,1613,13
9020,1617,13
51713,1620,13
3271,1623,13
51548,1625,13
9024,1635,13
3259,1640,13
51748,1644,13
51725,1658,13
51729,1671,13
51724,1671,13
51682,1676,13
51685,1686,13
3258,1688,13
3265,1690,13
3264,1703,13
9025,1708,13
3268,1710,13
3254,1712,13
3266,1717,13
2761,1726,13
2761,1726,13
3046,1740,13
3046,1740,13
6276,1750,13
6276,1750,13
3299,1777,13
3299,1777,13
3299,1777,13
3299,1777,13
1494,1781,13
1494,1781,13
9135,1793,13
54697,1794,13
3352,1812,13
9133,1814,13
9134,1816,13
9136,1830,13
57708,1848,13
2684,1868,13
7708,1879,13
22603,1905,13
22597,1906,13
3196,1928,13
2766,1929,13
2766,1929,13
2707,1934,13
2707,1934,13
2707,1934,13
9369,1949,13
3067,1957,13
2993,1967,13
9152,1970,13
31436,2028,13
31445,2035,13
59939,2039,13
8639,2048,13
2245,2081,13
2245,2081,13
38668,2095,13
38662,2096,13
8825,2102,13
8820,2112,13
3146,2119,13
10046,2125,13
3141,2131,13
38690,2139,13
3147,2143,13
3138,2146,13
38700,2151,13
38675,2155,13
3140,2162,13
3139,2178,13
8823,2179,13
8822,2204,13
42893,2206,13
38659,2207,13
8904,2252,13
3344,2278,13
3344,2278,13
3345,2279,13
40548,2285,13
52879,2286,13
3342,2289,13
52885,2294,13
42899,2304,13
3343,2305,13
3420,2308,13
36189,2319,13
8901,2336,13
3192,2341,13
3367,2364,13
2150,2502,13
31441,2503,13
30701,2520,13
8695,2528,13
24572,2556,13
9147,2571,13
9148,2580,13
8909,2583,13
1421,2598,13
3199,2600,13
7610,2608,13
3204,2619,13
3202,2625,13
35180,2629,13
35172,2638,13
8919,2646,13
3203,2650,13
35223,2660,13
8918,2663,13
35193,2670,13
35167,2684,13
3200,2692,13
8236,2701,13
35158,2702,13
35160,2712,13
35205,2716,13
3197,2728,13
43351,2729,13
8485,2765,13
2938,2772,13
22134,2778,13
58902,2790,13
8905,2812,13
9014,2817,13
9015,2819,13
9012,2833,13
9010,2834,13
9013,2835,13
9016,2836,13
3252,2837,13
9011,2839,13
51357,2844,13
8870,2856,13
3173,2863,13
8872,2864,13
3175,2886,13
61145,2888,13
8869,2890,13
8862,2891,13
43345,2892,13
8868,2908,13
8863,2916,13
43334,2924,13
20371,2925,13
8866,2932,13
8871,2939,13
58912,2992,13
8864,2993,13
3174,2997,13
30312,3023,13
20423,3033,13
20423,3033,13
37211,3045,13
3228,3049,13
3179,3052,13
3370,3065,13
3015,3076,13
48538,3081,13
9032,3083,13
9033,3084,13
41929,3088,13
3226,3092,13
41914,3103,13
26703,3149,13
3360,3192,13
56088,3218,13
56080,3219,13
9141,3223,13
3361,3225,13
56096,3234,13
56109,3240,13
56071,3248,13
8481,3253,13
3044,3257,13
2261,3274,13
3148,3300,13
690,3322,13
690,3322,13
690,3322,13
690,3322,13
3168,3324,13
8466,3325,13
2951,3327,13
2951,3327,13
3002,3350,13
8921,3362,13
8963,3364,13
1495,3365,13
1495,3365,13
8599,3379,13
29401,3403,13
29495,3408,13
3048,3410,13
8684,3417,13
8649,3418,13
8659,3421,13
8683,3423,13
8670,3437,13
29461,3441,13
8667,3445,13
29458,3467,13
8661,3468,13
3063,3470,13
8679,3483,13
3054,3493,13
3058,3501,13
3061,3513,13
3060,3522,13
2184,3524,13
23446,3541,13
247,3542,13
247,3542,13
29467,3583,13
3055,3589,13
1301,3591,13
3051,3607,13
3059,3609,13
8673,3612,13
8664,3621,13
3062,3623,13
8671,3635,13
8663,3641,13
29435,3642,13
9337,3644,13
8656,3647,13
3050,3649,13
29489,3654,13
29416,3661,13
9107,3670,13
8648,3671,13
3053,3681,13
29432,3683,13
8680,3690,13
9332,3695,13
29450,3708,13
8665,3709,13
8686,3718,13
8674,3753,13
29442,3760,13
29535,3767,13
3056,3769,13
8672,3793,13
8652,3794,13
29481,3798,13
8662,3812,13
8647,3818,13
3047,3831,13
8657,3833,13
1625,3844,13
1625,3844,13
20978,3864,13
22666,3881,13
2963,3893,13
8529,3898,13
2962,3902,13
3279,3918,13
3277,3922,13
2841,3926,13
3282,3934,13
2392,3956,13
3278,3957,13
2845,3960,13
3281,3966,13
3280,3970,13
50182,4017,13
6587,4018,13
9081,4021,13
9080,4032,13
9079,4033,13
50320,4038,13
9084,4042,13
3316,4050,13
9085,4054,13
9086,4060,13
50334,4062,13
9083,4079,13
50310,4086,13
9082,4102,13
3315,4111,13
50162,4137,13
50312,4154,13
1211,4167,13
1211,4167,13
31819,4174,13
3042,4183,13
3037,4194,13
8635,4196,13
3036,4203,13
3038,4213,13
3043,4221,13
3039,4245,13
35937,4269,13
3135,4305,13
3135,4305,13
3135,4305,13
3227,4321,13
1696,4330,13
1696,4330,13
34589,4339,13
3108,4341,13
34597,4342,13
8765,4344,13
3369,4345,13
8850,4356,13
8848,4358,13
3166,4361,13
8852,4380,13
39710,4383,13
8856,4401,13
3169,4402,13
2078,4407,13
39637,4414,13
3167,4421,13
8849,4437,13
8853,4439,13
4149,4448,13
3177,4454,13
8876,4456,13
2335,4498,13
1604,4533,13
1604,4533,13
2977,4540,13
51696,4559,13
5056,4569,13
5056,4569,13
7871,4580,13
7871,4580,13
27198,4593,13
8551,4603,13
3171,4624,13
8860,4632,13
41070,4639,13
8858,4645,13
27220,4666,13
8801,4688,13
40426,4691,13
3125,4704,13
8812,4711,13
3129,4712,13
3133,4727,13
3131,4729,13
8806,4730,13
8802,4732,13
40443,4752,13
8887,4782,13
8898,4790,13
42884,4793,13
3187,4796,13
3188,4798,13
8897,4805,13
8899,4808,13
3189,4816,13
3186,4818,13
8354,4820,13
8895,4823,13
8570,4836,13
3243,4846,13
8567,4851,13
25399,4854,13
25402,4871,13
3362,4874,13
35206,4879,13
8566,4887,13
8814,4908,13
2927,4975,13
21031,4979,13
6614,4986,13
2925,4992,13
8477,4996,13
2456,5004,13
2930,5028,13
2929,5056,13
2928,5078,13
8468,5090,13
8471,5112,13
21016,5119,13
2979,5124,13
2932,5131,13
2931,5134,13
8473,5143,13
8475,5144,13
2935,5145,13
8470,5157,13
8472,5162,13
2926,5179,13
2816,5229,13
8999,5233,13
13056,5235,13
3242,5284,13
3242,5284,13
3249,5308,13
3244,5314,13
9002,5318,13
3246,5324,13
9004,5326,13
9000,5328,13
9003,5340,13
3245,5347,13
8699,5367,13
847,5402,13
3208,5423,13
8926,5424,13
3251,5486,13
3064,5506,13
35645,5510,13
8692,5514,13
35644,5526,13
35659,5535,13
8691,5541,13
8694,5543,13
8689,5559,13
8693,5560,13
56059,5561,13
3191,5564,13
29039,5568,13
3358,5573,13
55084,5591,13
55058,5593,13
55086,5595,13
3357,5600,13
3354,5611,13
9138,5619,13
55081,5620,13
3356,5626,13
3355,5628,13
55043,5641,13
55059,5647,13
3094,5651,13
3353,5662,13
8486,5673,13
55074,5698,13
56973,5713,13
3366,5730,13
3366,5730,13
21852,5753,13
3298,5766,13
21366,5782,13
3033,5788,13
55832,5796,13
55832,5796,13
55832,5796,13
8560,5815,13
1616,5844,13
1616,5844,13
2988,5856,13
2987,5878,13
8561,5883,13
25926,5887,13
25927,5888,13
8575,5896,13
2991,5916,13
2992,5939,13
20276,5949,13
20285,5956,13
3156,5990,13
38153,5993,13
8843,5999,13
8173,6008,13
3149,6012,13
3157,6018,13
38140,6019,13
8832,6028,13
3153,6030,13
3195,6037,13
7709,6051,13
9035,6056,13
3273,6059,13
9036,6064,13
2994,6070,13
2390,6077,13
2390,6077,13
51216,6090,13
3275,6093,13
9037,6094,13
1955,6104,13
1955,6104,13
1955,6104,13
9145,6127,13
9146,6129,13
3363,6177,13
3365,6190,13
3364,6222,13
8572,6224,13
9153,6253,13
22123,6259,13
8775,6269,13
30372,6285,13
3371,6357,13
23874,6386,13
3100,6397,13
3105,6416,13
8747,6419,13
3092,6425,13
3099,6432,13
3096,6440,13
8745,6446,13
3093,6454,13
3097,6462,13
8744,6463,13
3098,6466,13
8742,6468,13
3101,6469,13
3106,6479,13
36199,6480,13
3102,6497,13
8743,6502,13
9041,6552,13
2397,6554,13
9042,6560,13
30853,6570,13
8554,6594,13
23772,6598,13
2511,6605,13
3142,6610,13
9137,6618,13
27533,6624,13
40852,6643,13
40849,6644,13
8861,6648,13
3350,6649,13
40854,6657,13
40838,6658,13
40846,6659,13
2998,6673,13
3006,6677,13
2552,6683,13
2999,6710,13
37206,6712,13
3001,6729,13
8580,6731,13
37080,6735,13
8588,6736,13
37251,6743,13
8587,6759,13
2997,6790,13
3014,6825,13
8581,6826,13
8579,6830,13
36994,6837,13
3009,6843,13
3010,6859,13
3011,6861,13
3013,6870,13
8583,6874,13
3000,6875,13
37197,6878,13
3004,6888,13
37226,6889,13
37057,6899,13
1636,6906,13
37189,6916,13
3003,6940,13
3083,6959,13
3077,6962,13
3082,6966,13
8710,6994,13
3090,7001,13
8711,7004,13
2231,7005,13
3086,7010,13
8721,7016,13
8736,7018,13
32589,7054,13
32569,7085,13
3079,7095,13
3088,7102,13
3074,7119,13
3073,7161,13
8719,7168,13
3084,7181,13
8715,7194,13
3076,7222,13
2654,7255,13
2654,7255,13
8726,7260,13
8707,7264,13
8704,7275,13
8722,7277,13
2226,7282,13
32625,7283,13
32617,7290,13
8708,7294,13
3081,7306,13
3085,7313,13
8724,7333,13
3072,7343,13
8714,7357,13
3070,7359,13
3087,7368,13
23123,7384,13
1718,7388,13
3078,7402,13
8716,7418,13
3080,7430,13
1314,7434,13
1314,7434,13
9009,7459,13
9009,7459,13
21709,7481,13
3346,7486,13
3346,7486,13
3346,7486,13
3346,7486,13
3347,7490,13
3347,7490,13
3348,7495,13
3348,7495,13
3349,7498,13
9129,7523,13
58908,7639,13
8749,7660,13
9122,7705,13
5198,7711,13
5198,7711,13
2888,7714,13
2888,7714,13
9121,7716,13
3338,7717,13
9120,7718,13
54369,7720,13
3193,7761,13
2765,7766,13
3194,7770,13
4603,7772,13
129,7787,13
129,7787,13
33759,7792,13
8598,7794,13
1246,7802,13
1246,7802,13
1246,7802,13
8620,7804,13
1665,7813,13
3025,7824,13
8610,7836,13
8604,7859,13
8613,7862,13
3027,7887,13
8605,7898,13
3030,7909,13
33906,7910,13
2588,7916,13
2588,7916,13
2574,7933,13
3028,7935,13
33872,7951,13
33899,7953,13
2124,7961,13
8615,7966,13
33888,7970,13
33860,7972,13
33878,7987,13
8616,7990,13
8602,8017,13
8619,8037,13
8601,8038,13
3026,8049,13
8612,8054,13
28315,8075,13
2978,8083,13
2986,8090,13
8537,8093,13
2983,8099,13
2985,8109,13
2981,8114,13
28326,8117,13
8531,8125,13
28334,8144,13
8532,8165,13
8530,8167,13
8535,8168,13
8549,8189,13
28341,8197,13
8540,8211,13
8539,8234,13
2980,8246,13
28296,8257,13
28301,8260,13
8538,8302,13
3012,8302,13
8594,8333,13
3276,8337,13
3016,8347,13
3017,8353,13
8592,8354,13
3190,8359,13
2700,8362,13
2700,8362,13
3116,8363,13
3116,8363,13
1034,8367,13
1034,8367,13
2740,8383,13
20374,8390,13
2944,8396,13
39164,8404,13
8795,8414,13
31049,8420,13
8793,8422,13
31052,8430,13
27722,8452,13
8576,8455,13
47272,8472,13
8888,8478,13
3180,8486,13
47308,8506,13
47276,8508,13
8883,8536,13
47297,8546,13
8879,8553,13
3181,8566,13
47378,8569,13
8886,8609,13
3185,8621,13
8884,8630,13
47259,8647,13
47268,8661,13
4589,8662,13
8880,8676,13
8885,8695,13
8890,8696,13
3184,8718,13
8881,8725,13
47663,8730,13
47257,8731,13
3229,8750,13
3230,8758,13
8990,8769,13
3233,8781,13
3234,8789,13
8984,8797,13
8992,8798,13
3238,8804,13
8988,8810,13
8996,8835,13
3235,8843,13
3237,8854,13
8993,8861,13
8318,8882,13
42220,8901,13
8986,8920,13
8986,8920,13
8994,8921,13
56503,8939,13
9154,8950,13
9154,8950,13
8523,8983,13
23122,8986,13
2973,8991,13
8517,8994,13
2970,9022,13
2975,9033,13
32552,9039,13
2964,9046,13
6680,9051,13
6211,9064,13
6211,9064,13
8516,9068,13
3066,9069,13
3066,9069,13
23100,9071,13
2976,9093,13
2967,9103,13
8513,9104,13
2966,9110,13
2969,9114,13
3124,9130,13
8797,9136,13
8798,9140,13
3123,9144,13
39145,9153,13
3207,9161,13
22385,9171,13
22387,9182,13
50876,9184,13
2940,9191,13
2941,9193,13
22374,9195,13
22378,9198,13
2939,9202,13
2942,9204,13
3327,9215,13
3332,9265,13
9095,9283,13
3335,9285,13
9103,9304,13
9099,9308,13
9100,9311,13
3322,9313,13
3331,9332,13
9093,9333,13
9089,9354,13
9096,9372,13
9112,9376,13
3334,9398,13
53526,9406,13
3336,9411,13
24516,9436,13
3035,9438,13
3034,9448,13
36574,9455,13
277,9457,13
277,9457,13
8828,9460,13
9066,9466,13
3296,9480,13
9069,9481,13
54695,9501,13
9071,9509,13
9071,9509,13
48228,9517,13
48244,9518,13
3295,9519,13
48212,9537,13
48236,9539,13
9070,9546,13
9072,9552,13
9068,9559,13
2432,9569,13
9127,9584,13
53304,9586,13
20999,9592,13
3341,9599,13
9125,9602,13
9124,9614,13
53151,9615,13
3340,9616,13
3730,9647,13
53311,9655,13
3339,9664,13
3339,9664,13
39166,9671,13
3163,9682,13
3162,9684,13
20443,9687,13
20443,9687,13
2924,9693,13
52312,9706,13
35791,9719,13
27853,9735,13
3068,9737,13
2049,9742,13
2049,9742,13
3317,9788,13
8593,9808,13
48654,9821,13
3318,9822,13
3319,9824,13
3368,6239,13
3570,17,14
3571,20,14
9482,24,14
1801,25,14
4725,28,14
9479,29,14
37786,32,14
9477,43,14
4941,51,14
4941,51,14
9480,58,14
37806,59,14
9483,65,14
3572,67,14
9437,126,14
9438,130,14
28880,135,14
9436,138,14
9441,141,14
9439,151,14
3547,154,14
28857,172,14
28864,178,14
3566,185,14
3546,188,14
3549,196,14
2702,210,14
35801,221,14
