字體編號,楷書字體編號,楷書字型
27.4F36,0.4F36,伶
27.5137,0.5137,儷
27.50B3,0.50B3,傳
27.500C,0.500C,倌
27.4EF7,0.4EF7,价
27.4ED4,0.4ED4,仔
27.F07F,0.F07F,㑞
27.EE75,0.EE75,俆
27.504B,0.504B,偋
27.4F38,0.4F38,伸
27.E6BB,1.E341,伹
27.E6BC,1.E511,㒄
27.E6BD,1.E429,偄
27.500D,0.500D,倍
27.50BF,0.50BF,傿
27.50ED,0.50ED,僭
27.5117,0.5117,儗
27.504F,0.504F,偏
27.5000,0.5000,倀
27.E6BE,1.E58E,𠐿
27.5114,0.5114,儔
27.4F9C,0.4F9C,侜
27.4FF4,0.4FF4,俴
27.4F43,0.4F43,佃
27.E6BF,1.E37B,𠈈
27.E6C0,1.E36F,侊
27.4F7B,0.4F7B,佻
27.50FB,0.50FB,僻
27.4F2D,0.4F2D,伭
27.4F0E,0.4F0E,伎
27.4F88,0.4F88,侈
27.4F41,0.4F41,佁
27.E6C1,1.E4A3,𠋺
27.507D,0.507D,偽
27.4F3F,0.4F3F,伿
27.4F5D,0.4F5D,佝
27.50C4,0.50C4,僄
27.5021,0.5021,倡
27.4FF3,0.4FF3,俳
27.E6C2,1.E514,僐
27.5133,0.5133,儳
27.4F5A,0.4F5A,佚
27.4FC4,0.4FC4,俄
27.E6C3,1.E4D1,㑾
27.E6C4,1.E444,𠊬
27.509E,0.509E,傞
27.50DB,0.50DB,僛
27.4FAE,0.4FAE,侮
27.E6C5,1.E356,㑄
27.E6C6,1.E491,㑵
27.5AC9,0.5AC9,嫉
27.E6C7,1.E3EF,㑥
27.4FD9,0.4FD9,俙
27.50E8,0.50E8,僨
27.50F5,0.50F5,僵
27.4EC6,0.4EC6,仆
27.5043,0.5043,偃
27.50B7,0.50B7,傷
27.E6C8,1.E3FB,倄
27.4F89,0.4F89,侉
27.50AC,0.50AC,催
27.4FD1,0.4FD1,俑
27.4F0F,0.4F0F,伏
27.4FC3,0.4FC3,促
27.4F8B,0.4F8B,例
27.4FC2,0.4FC2,係
27.4F10,0.4F10,伐
27.4FD8,0.4FD8,俘
27.4F46,0.4F46,但
27.50B4,0.50B4,傴
27.50C2,0.50C2,僂
27.50C7,0.50C7,僇
27.4EC7,0.4EC7,仇
27.5121,0.5121,儡
27.548E,0.548E,咎
27.4EF3,0.4EF3,仳
27.E6C9,1.E402,倃
27.5020,0.5020,倠
27.503C,0.503C,值
27.4F82,0.4F82,侂
27.50D4,0.50D4,僔
27.50CF,0.50CF,像
27.5026,0.5026,倦
27.50AE,0.50AE,傮
27.5076,0.5076,偶
27.5F14,0.5F14,弔
27.E6CA,1.E352,佋
27.E6CB,1.E3BF,㑗
27.50CA,0.50CA,僊
27.50F0,0.50F0,僰
27.4EDA,0.4EDA,仚
27.50E5,0.50E5,僥
27.E6CC,1.E54E,𠏮
27.4FC7,0.4FC7,俇
27.4EF6,0.4EF6,件
27.4FB6,0.4FB6,侶
27.4FB2,0.4FB2,侲
27.5005,0.5005,倅
27.5094,0.5094,傔
27.501C,0.501C,倜
27.513B,0.513B,儻
27.4F7E,0.4F7E,佾
27.5012,0.5012,倒
27.5108,0.5108,儈
27.4F4E,0.4F4E,低
27.50B5,0.50B5,債
27.50F9,0.50F9,價
27.505C,0.505C,停
27.50E6,0.50E6,僦
27.4F3A,0.4F3A,伺
27.50E7,0.50E7,僧
27.4F47,0.4F47,佇
27.5075,0.5075,偵
27.F532,0.F532,𠤎
27.E6CD,1.E650,𠤗
27.771F,0.771F,真
27.E6CE,0.771F,真
27.5316,0.5316,化
27.5315,0.5315,匕
27.5319,0.5319,匙
27.F48C,0.F48C,𠤏
27.E6CF,2.EFBD,𢺵
27.9803,0.9803,頃
27.E6D0,1.E656,匘
27.536C,0.536C,卬
27.5353,0.5353,卓
27.E6D1,0.5353,卓
27.826E,0.826E,艮
27.F121,0.F121,从
27.5F9E,0.5F9E,從
27.5E76,0.5E76,并
27.6BD4,0.6BD4,比
27.E6D2,0.6BD4,比
27.6BD6,0.6BD6,毖
27.5317,0.5317,北
27.5180,0.5180,冀
27.4E18,0.4E18,丘
27.5775,0.5775,坵
27.865B,0.865B,虛
27.5C54,0.5C54,屔
27.F3AB,0.F3AB,㐺
27.773E,0.773E,眾
27.805A,0.805A,聚
27.81EE,0.81EE,臮
27.E6D3,1.F00F,𡮧
27.F534,0.F534,𡈼
27.5FB5,0.5FB5,徵
27.E6D4,2.F561,𢾷
27.6722,0.6722,朢
27.EE7F,0.6722,朢
27.F49B,0.F49B,㸒
27.91CD,0.91CD,重
27.91CF,0.91CF,量
27.E6D6,0.91CF,量
27.81E5,0.81E5,臥
27.76E3,0.76E3,監
27.E6D7,6.E3CE,𧨭
27.81E8,0.81E8,臨
27.E6D8,6.F4D1,䭆
27.8EAB,0.8EAB,身
27.8EC0,0.8EC0,軀
27.F2DD,0.F2DD,𠂣
27.6BB7,0.6BB7,殷
27.8863,0.8863,衣
27.88C1,0.88C1,裁
27.E6D9,0.EBB5,衮
27.F0BC,0.F0BC,𧝑
27.8915,0.8915,褕
27.8897,0.8897,袗
27.88D6,0.88D6,裖
27.8868,0.8868,表
27.E6DA,5.E0D2,𧞧
27.88CF,0.88CF,裏
27.8941,0.8941,襁
27.894B,0.894B,襋
27.896E,0.896E,襮
27.887D,0.887D,衽
27.8938,0.8938,褸
27.893D,0.893D,褽
27.E6DC,4.F81C,𧚨
27.E6DD,4.F82C,䘳
27.8918,0.8918,褘
27.886D,0.886D,衭
27.8972,0.8972,襲
27.E6DE,0.8972,襲
27.888D,0.888D,袍
27.897A,0.897A,襺
27.890B,0.890B,褋
27.88A4,0.88A4,袤
27.E6DF,5.E0A1,𧝺
27.8958,0.8958,襘
27.8927,0.8927,褧
27.889B,0.889B,袛
27.88EF,0.88EF,裯
27.8964,0.8964,襤
27.E6E0,5.E009,䙃
27.E6E1,5.E004,𧛔
27.88AA,0.88AA,袪
27.890E,0.890E,褎
27.8896,0.8896,袖
27.8882,0.8882,袂
27.8922,0.8922,褢
27.8931,0.8931,褱
27.888C,0.888C,袌
27.895C,0.895C,襜
27.E6E2,4.F7B1,袥
27.E6E3,4.F794,衸
27.8957,0.8957,襗
27.8889,0.8889,袉
27.88FE,0.88FE,裾
27.8867,0.8867,衧
27.8930,0.8930,褰
27.8971,0.8971,襱
27.8969,0.8969,襩
27.8891,0.8891,袑
27.8951,0.8951,襑
27.8912,0.8912,褒
27.E6E4,5.E093,𧝐
27.E6E5,5.E012,褍
27.E6E6,5.E087,䙟
27.8907,0.8907,複
27.8906,0.8906,褆
27.895B,0.895B,襛
27.88FB,0.88FB,裻
27.88B2,0.88B2,袲
27.88D4,0.88D4,裔
27.E6E7,0.88D4,裔
27.886F,0.886F,衯
27.8881,0.8881,袁
27.E6E8,5.E061,𧜣
27.E6E9,5.E049,褺
27.88F4,0.88F4,裴
27.8961,0.8961,襡
27.E6EA,5.E0B6,𧞐
27.8966,0.8966,襦
27.890A,0.890A,褊
27.88B7,0.88B7,袷
27.894C,0.894C,襌
27.8944,0.8944,襄
27.E6EB,0.8944,襄
27.88AB,0.88AB,被
27.887E,0.887E,衾
27.8950,0.8950,襐
27.8875,0.8875,衵
27.893B,0.893B,褻
27.8877,0.8877,衷
27.88BE,0.88BE,袾
27.8893,0.8893,袓
27.88E8,0.88E8,裨
27.88A2,0.88A2,袢
27.96DC,0.96DC,雜
27.88D5,0.88D5,裕
27.895E,0.895E,襞
27.E6EC,4.F76D,衦
27.88C2,0.88C2,裂
27.E6ED,4.F7A7,𧘽
27.8892,0.8892,袒
27.88DC,0.88DC,補
27.E6EE,5.E084,𧝉
27.892B,0.892B,褫
27.E6EF,3.ECA3,𧝹
27.88F8,0.88F8,裸
27.88CE,0.88CE,裎
27.88FC,0.88FC,裼
27.E6F0,4.F77E,衺
27.896D,0.896D,襭
27.64F7,0.64F7,擷
27.88BA,0.88BA,袺
27.E6F1,5.E055,褿
27.88DD,0.88DD,裝
27.88F9,0.88F9,裹
27.88DB,0.88DB,裛
27.E6F2,7.EC25,𪗋
27.88CB,0.88CB,裋
27.E6F3,5.E058,䙔
27.8910,0.8910,褐
27.8917,0.8917,褗
27.88FA,0.88FA,裺
27.8870,0.8870,衰
27.E6F4,0.8870,衰
27.5352,0.5352,卒
27.891A,0.891A,褚
27.88FD,0.88FD,製
27.889A,0.889A,袚
27.895A,0.895A,襚
27.E6F5,4.F799,䘟
27.88DE,0.88DE,裞
27.892E,0.892E,褮
27.E6F6,4.F7E1,䘰
27.892D,0.892D,褭
27.88A8,0.88A8,袨
27.886B,0.886B,衫
27.8956,0.8956,襖
27.88D8,0.88D8,裘
27.6C42,0.6C42,求
27.E6F7,7.E29B,𩱘
27.8001,0.8001,老
27.E6F8,4.EC44,耊
27.E6F9,4.EC49,𦽡
27.8006,0.8006,耆
27.8007,0.8007,耇
27.E6FA,4.EC40,𦒻
27.E6FB,4.EC3D,𦒶
27.58FD,0.58FD,壽
27.8003,0.8003,考
27.5B5D,0.5B5D,孝
27.6BDB,0.6BDB,毛
27.E6FC,3.E89E,𣯍
27.E6FD,3.E894,㲦
27.6BE8,0.6BE8,毨
27.E6FE,3.E8B1,𣯩
27.6C08,0.6C08,氈
27.6BE6,0.6BE6,毦
27.6C0D,0.6C0D,氍
27.6BF9,0.6BF9,毹
27.6BFE,0.6BFE,毾
27.E6FF,3.E8CD,㲪
27.6BEC,0.6BEC,毬
27.6C05,0.6C05,氅
27.6BF3,0.6BF3,毳
27.E700,6.E7AA,䩁
27.5C38,0.5C38,尸
27.E701,2.E615,㞟
27.5C45,0.5C45,居
27.E702,2.E5AC,㞒
27.5C51,0.5C51,屑
27.5C55,0.5C55,展
27.5C46,0.5C46,屆
27.5C3B,0.5C3B,尻
27.F104,0.F104,𡱂
27.E703,3.EBD3,𦞠
27.E704,6.F31E,𩪡
27.E705,2.E5AF,㞓
27.5C3C,0.5C3C,尼
27.E706,2.E5E9,㞚
27.E707,2.E58D,㞏
27.F490,0.F490,𡰫
27.E708,2.E5BB,屒
27.5C56,0.5C56,屖
27.5C5D,0.5C5D,屝
27.5C4D,0.5C4D,屍
27.5C60,0.5C60,屠
27.E709,2.E5E0,屟
27.5C4B,0.5C4B,屋
27.E70A,0.5C4B,屋
27.E70B,0.5C4B,屋
27.5C4F,0.5C4F,屏
27.5C64,0.5C64,層
27.5C62,0.5C62,屢
27.5C3A,0.5C3A,尺
27.54AB,0.54AB,咫
27.5C3E,0.5C3E,尾
27.5C6C,0.5C6C,屬
27.5C48,0.5C48,屈
27.5C3F,0.5C3F,尿
27.5C65,0.5C65,履
27.E70C,6.F1C2,𩕎
27.5C68,0.5C68,屨
27.E70D,2.E623,𡳸
27.E70E,2.E5C0,𡱣
27.5C69,0.5C69,屩
27.5C50,0.5C50,屐
27.821F,0.821F,舟
27.4FDE,0.4FDE,俞
27.8239,0.8239,船
27.F11D,0.F11D,䑣
27.8233,0.8233,舳
27.826B,0.826B,艫
27.EEAE,0.EEAE,𦨉
27.8250,0.8250,艐
27.6715,0.6715,朕
27.822B,0.822B,舫
27.822C,0.822C,般
27.EE90,0.822C,般
27.670D,0.670D,服
27.E711,4.F661,𦨈
27.8238,0.8238,舸
27.8247,0.8247,艇
27.8245,0.8245,艅
27.824E,0.824E,艎
27.65B9,0.65B9,方
27.6C78,0.6C78,汸
27.65BB,0.65BB,斻
27.513F,0.513F,儿
27.5140,0.5140,兀
27.5152,0.5152,兒
27.5141,0.5141,允
27.514C,0.514C,兌
27.5145,0.5145,充
27.5144,0.5144,兄
27.5162,0.5162,兢
27.F3FE,0.F3FE,兂
27.7C2A,0.7C2A,簪
27.F0D9,0.F0D9,兓
27.F655,0.F655,皃
27.F09B,0.F09B,䫉
27.8C8C,0.8C8C,貌
27.F077,0.F077,㝸
27.EDFB,0.5F01,弁
27.5F01,0.5F01,弁
27.F47C,0.F47C,𠑹
27.515C,0.515C,兜
27.5148,0.5148,先
27.515F,0.515F,兟
27.79BF,0.79BF,禿
27.7A68,0.7A68,穨
27.898B,0.898B,見
27.8996,0.8996,視
27.E712,4.E03E,眎
27.E713,4.E057,眡
27.E714,5.F30D,䚕
27.89A3,0.89A3,覣
27.E715,5.F2B4,𧡎
27.89B6,0.89B6,覶
27.E716,5.F2B9,䚄
27.E717,5.F2C9,𧡩
27.899D,0.899D,覝
27.E718,5.F2D6,䚋
27.89C0,0.89C0,觀
27.E719,4.F597,𥸑
27.F0FB,0.F0FB,䙷
27.89BD,0.89BD,覽
27.E71A,5.F2AC,䚅
27.E71B,5.F2C4,𧡨
27.E71C,5.F2E2,𧢄
27.E71D,5.F273,𧠥
27.E71E,5.F2E5,覰
27.89AD,0.89AD,覭
27.E71F,5.F2BA,𧡪
27.89AF,0.89AF,覯
27.E720,5.F30A,𧢦
27.8998,0.8998,覘
27.89B9,0.89B9,覹
27.89A2,0.89A2,覢
27.E721,5.F2FF,䚔
27.E722,5.F300,𧢜
27.E723,5.F27B,𧠟
27.E724,5.F2D5,𧡹
27.E725,5.F2CA,𧡬
27.E726,5.F259,𧠊
27.89AC,0.89AC,覬
27.89A6,0.89A6,覦
27.E727,5.F2DE,𧢆
27.E728,5.F305,𧢢
27.89BA,0.89BA,覺
27.E729,5.F2EF,䚐
27.975A,0.975A,靚
27.89AA,0.89AA,親
27.89B2,0.89B2,覲
27.899C,0.899C,覜
27.E72A,5.F267,覒
27.8995,0.8995,覕
27.E72B,5.F27E,䙾
27.E72C,5.F2DC,𧡸
27.89BF,0.89BF,覿
27.899E,0.899E,覞
27.E72D,5.F302,𧢞
27.E72E,6.E75A,䨳
27.6B20,0.6B20,欠
27.6B3D,0.6B3D,欽
27.E72F,3.EDCA,㱍
27.6B2F,0.6B2F,欯
27.6B28,0.6B28,欨
27.6B51,0.6B51,歑
27.E730,3.ED50,㰲
27.6B5F,0.6B5F,歟
27.E731,3.ED91,𣣲
27.6B55,0.6B55,歕
27.6B47,0.6B47,歇
27.6B61,0.6B61,歡
27.6B23,0.6B23,欣
27.E732,2.E661,弞
27.6B3E,0.6B3E,款
27.E733,3.ED64,歀
27.E734,3.ED05,㰟
27.6B32,0.6B32,欲
27.6B4C,0.6B4C,歌
27.E735,6.E477,謌
27.6B42,0.6B42,歂
27.6B4D,0.6B4D,歍
27.E736,3.EDC6,𣤶
27.5648,0.5648,噈
27.E737,3.ED2D,𣢰
27.E738,3.ED09,欦
27.6B4B,0.6B4B,歋
27.6B4A,0.6B4A,歊
27.6B3B,0.6B3B,欻
27.E739,3.ED11,𣢑
27.E73A,3.ED8A,𣣳
27.6B4E,0.6B4E,歎
27.E73B,0.6B4E,歎
27.E73C,3.ED63,㰻
27.6B38,0.6B38,欸
27.E73D,3.ED2E,㰣
27.6B50,0.6B50,歐
27.6B54,0.6B54,歔
27.6B37,0.6B37,欷
27.6B5C,0.6B5C,歜
27.F0EF,0.F0EF,𣣸
27.E73E,3.E27A,㵣
27.E73F,3.ED72,㰾
27.E740,3.EDAC,㱇
27.E741,3.EDC8,𣤹
27.E742,5.EBB6,䌠
27.E743,3.ED42,㰮
27.E744,3.EDCC,㱎
27.6B43,0.6B43,歃
27.6B36,0.6B36,欶
27.6B41,0.6B41,歁
27.6B3F,0.6B3F,欿
27.6B31,0.6B31,欱
27.6B49,0.6B49,歉
27.E745,6.F286,䯉
27.6B2D,0.6B2D,欭
27.6B2C,0.6B2C,欬
27.E746,3.EDAD,𣤢
27.6B59,0.6B59,歙
27.E747,3.ED5B,㰶
27.E749,3.ED22,欪
27.6B25,0.6B25,欥
27.6B21,0.6B21,次
27.E74A,0.6B21,次
27.E74B,3.ED9F,㱂
27.6B3A,0.6B3A,欺
27.6B46,0.6B46,歆
27.6B48,0.6B48,歈
27.F3AC,0.F3AC,㱃
27.E74C,2.F7C8,𣲎
27.E74D,6.F447,𩚜
27.6B60,0.6B60,歠
27.5437,0.5437,吷
27.F62C,0.F62C,㳄
27.E74E,1.E47C,𣶚
27.E74F,0.F62C,㳄
27.7FA8,0.7FA8,羨
27.E750,1.E1B2,𠩗
27.76DC,0.76DC,盜
27.65E1,0.65E1,旡
27.E752,2.EBDF,𣄸
27.E753,2.EBDD,𣄴
27.9801,0.9801,頁
27.982D,0.982D,頭
27.984F,0.984F,顏
27.E754,0.984F,顏
27.980C,0.980C,頌
27.E755,6.F17D,𩔜
27.E756,6.F050,𩑒
27.9871,0.9871,顱
27.E757,6.F1E1,𩕾
27.985B,0.985B,顛
27.9802,0.9802,頂
27.E758,0.9802,頂
27.E759,6.F1A5,𩕢
27.9859,0.9859,顙
27.984C,0.984C,題
27.E75A,6.F0CC,頟
27.981E,0.981E,頞
27.9F43,0.9F43,齃
27.982F,0.982F,頯
27.9830,0.9830,頰
27.E75B,0.9830,頰
27.E75C,6.F0D5,䫀
27.981C,0.981C,頜
27.9844,0.9844,顄
27.9838,0.9838,頸
27.9818,0.9818,領
27.9805,0.9805,項
27.E75D,6.F078,䪴
27.E75E,6.F125,顀
27.E75F,6.F05E,𩑢
27.9869,0.9869,顩
27.E760,6.F07A,䪳
27.9835,0.9835,頵
27.E761,6.F16A,䫟
27.E762,6.F170,䫡
27.78A9,0.78A9,碩
27.9812,0.9812,頒
27.9852,0.9852,顒
27.E763,6.F17A,䫞
27.985D,0.985D,顝
27.9858,0.9858,願
27.9864,0.9864,顤
27.E764,6.F183,𩕀
27.E765,6.F124,𩓥
27.E766,6.F0EA,𩒳
27.E767,6.F1E8,𩖊
27.E768,6.F151,𩔀
27.9811,0.9811,頑
27.E769,6.F114,𩓸
27.9846,0.9846,顆
27.E76A,6.F0C0,頢
27.9832,0.9832,頲
27.9820,0.9820,頠
27.9837,0.9837,頷
27.E76B,6.F14E,𩔃
27.980D,0.980D,頍
27.E76D,6.F075,𩑦
27.9867,0.9867,顧
27.9806,0.9806,順
27.E76E,6.F097,䪾
27.E76F,6.F1B2,䫰
27.9853,0.9853,顓
27.980A,0.980A,頊
27.9849,0.9849,顉
27.9813,0.9813,頓
27.982B,0.982B,頫
27.4FDB,0.4FDB,俛
27.E770,6.F0B1,頣
27.E771,6.F1B0,𩕊
27.9821,0.9821,頡
27.E772,6.F0A3,䪼
27.9865,0.9865,顥
27.E773,6.F1DC,䫶
27.E774,6.F12B,𩓞
27.9828,0.9828,頨
27.9857,0.9857,顗
27.9845,0.9845,顅
27.E775,6.F121,𩓽
27.E776,6.F04F,𩑔
27.981B,0.981B,頛
27.E777,6.F126,䫌
27.E778,6.F145,䫔
27.E779,6.F16C,䫥
27.9817,0.9817,頗
27.E77A,6.F05F,𩑣
27.75A3,0.75A3,疣
27.986B,0.986B,顫
27.9851,0.9851,顑
27.9872,0.9872,顲
27.7169,0.7169,煩
27.EDEE,0.EDEE,顡
27.F4BE,0.F4BE,頪
27.E77C,6.F1A8,顦
27.E77D,6.F130,顇
27.E77E,6.F12D,䫒
27.9826,0.9826,頦
27.E77F,6.F110,䫏
27.7C72,0.7C72,籲
27.986F,0.986F,顯
27.F0CA,0.F0CA,𩔊
27.9810,0.9810,預
27.F5D7,0.F5D7,𦣻
27.E780,3.EAEC,脜
27.9762,0.9762,面
27.9766,0.9766,靦
27.E781,6.F204,𩈍
27.E782,6.F215,䩉
27.E783,6.F239,䩌
27.9768,0.9768,靨
27.4E0F,0.4E0F,丏
27.9996,0.9996,首
27.E784,6.F715,䭫
27.E785,6.F72B,𩠹
27.5278,0.5278,剸
27.F3AD,0.F3AD,𥄉
27.7E23,0.7E23,縣
27.9808,0.9808,須
27.E786,6.F14D,頿
27.E787,6.F128,𩓾
27.E788,6.F18E,𩔹
27.E789,6.F172,䫠
27.F50B,0.F50B,彡
27.5F62,0.5F62,形
27.F574,0.F574,㐱
27.9B12,0.9B12,鬒
27.4FEE,0.4FEE,修
27.5F70,0.5F70,彰
27.5F6B,0.5F6B,彫
27.E78A,6.E5D2,𩇕
27.F0C1,0.F0C1,㣎
27.5F31,0.5F31,弱
27.5F69,0.5F69,彩
27.F3AE,0.F3AE,彣
27.5F65,0.5F65,彥
27.6587,0.6587,文
27.6590,0.6590,斐
27.E78B,6.E5C3,辬
27.E78C,3.EE58,𣁟
27.9ADF,0.9ADF,髟
27.9AEE,0.9AEE,髮
27.E78D,6.F70F,𩠙
27.E78E,6.F06E,𩑛
27.9B22,0.9B22,鬢
27.9B17,0.9B17,鬗
27.E78F,7.E077,䰐
27.E790,7.E03D,䰈
27.9B08,0.9B08,鬈
27.9AE6,0.9AE6,髦
27.E791,7.E083,䰓
27.E792,7.E003,䯾
27.E793,7.E076,𩯨
27.E794,7.E007,䯽
27.E795,7.E029,𩭾
27.9AF3,0.9AF3,髳
27.9B0B,0.9B0B,鬋
27.9B11,0.9B11,鬑
27.E796,7.E07F,𩯰
27.9B04,0.9B04,鬄
27.E797,6.F7D9,髢
27.9AF2,0.9AF2,髲
27.E798,6.F81B,䯸
27.9AFA,0.9AFA,髺
27.E799,7.E034,䰉
27.E79A,6.F802,𩬙
27.9B15,0.9B15,鬕
27.E79B,7.E05C,䰎
27.E79C,6.F7E8,䯰
27.9B23,0.9B23,鬣
27.E79D,3.E8F0,㲱
27.E79E,5.F109,䝓
27.E79F,7.E088,䰕
27.E7A0,6.F809,髴
27.9AF6,0.9AF6,髶
27.9B0C,0.9B0C,鬌
27.9B0A,0.9B0A,鬊
27.E7A1,7.E064,鬜
27.E7A2,7.E030,𩮜
27.9AE1,0.9AE1,髡
27.E7A3,0.9AE1,髡
27.E7A4,6.F837,鬀
27.E7A5,7.E024,䰃
27.E7A6,7.E00C,䰁
27.9AFD,0.9AFD,髽
27.9B10,0.9B10,鬐
27.9AEB,0.9AEB,髫
27.9AFB,0.9AFB,髻
27.9B1F,0.9B1F,鬟
27.540E,0.540E,后
27.E7A7,1.F107,㖃
27.53F8,0.53F8,司
27.8A5E,0.8A5E,詞
27.F493,0.F493,巵
27.E7A8,1.EE5B,𡭐
27.E7A9,4.ED58,𦓝
27.F4F4,0.F4F4,卩
27.4EE4,0.4EE4,令
27.E7AA,1.E805,𠨒
27.E7AB,1.E80B,卶
27.E7AC,1.E808,𠨘
27.5372,0.5372,卲
27.5384,0.5384,厄
27.F12F,0.F12F,厀
27.5377,0.5377,卷
27.537B,0.537B,卻
27.5378,0.5378,卸
27.F07A,0.F07A,𠨎
27.F298,0.F298,㔿
27.5370,0.5370,印
27.F05D,0.F05D,𢑏
27.6291,0.6291,抑
27.8272,0.8272,色
27.E7AD,2.E24F,𢒸
27.8274,0.8274,艴
27.8275,0.8275,艵
27.F090,0.F090,𠨍
27.537F,0.537F,卿
27.8F9F,0.8F9F,辟
27.E7AE,6.E5BC,𨐨
27.E7AF,6.E5B0,䢃
27.F4F1,0.F4F1,勹
27.E7B0,1.E63D,𠤄
27.530D,0.530D,匍
27.5310,0.5310,匐
27.530A,0.530A,匊
27.52FB,0.52FB,勻
27.52FC,0.52FC,勼
27.65EC,0.65EC,旬
27.E7B1,0.65EC,旬
27.E7B2,1.E609,勽
27.5308,0.5308,匈
27.E7B3,3.EA5D,𦙄
27.E7B4,1.E618,𠣘
27.E7B5,1.E619,匌
27.E7B6,1.E637,𠣿
27.F037,0.F037,𠣾
27.E7B7,1.E62F,𠣴
27.51A2,0.51A2,冢
27.5305,0.5305,包
27.80DE,0.80DE,胞
27.530F,0.530F,匏
27.830D,0.830D,茍
27.E7B8,0.830D,茍
27.656C,0.656C,敬
27.9B3C,0.9B3C,鬼
27.E7B9,6.F37E,𩲡
27.E7BA,6.F387,䰠
27.9B42,0.9B42,魂
27.9B44,0.9B44,魄
27.E7BB,6.F38A,䰡
27.9B56,0.9B56,魖
27.9B43,0.9B43,魃
27.F105,0.F105,鬽
27.9B45,0.9B45,魅
27.F032,0.F105,鬽
27.E7BC,0.F105,鬽
27.9B3E,0.9B3E,鬾
27.E7BD,6.F3C6,䰧
27.9B55,0.9B55,魕
27.E7BE,6.F405,䰰
27.E7BF,6.F373,𩲏
27.E7C0,6.F3E4,𩴓
27.E7C1,6.F409,𩴱
27.919C,0.919C,醜
27.9B4B,0.9B4B,魋
27.9B51,0.9B51,魑
27.9B54,0.9B54,魔
27.9B58,0.9B58,魘
27.F47F,0.F47F,甶
27.754F,0.754F,畏
27.E7C2,0.754F,畏
27.79BA,0.79BA,禺
27.F4D8,0.F4D8,厶
27.7BE1,0.7BE1,篡
27.E7C3,1.EA91,㕗
27.8A98,0.8A98,誘
27.E7C4,6.E448,䛻
27.5D6C,0.5D6C,嵬
27.5DCD,0.5DCD,巍
27.5C71,0.5C71,山
27.5DBD,0.5DBD,嶽
27.5CB3,0.5CB3,岳
27.5CB1,0.5CB1,岱
27.5CF6,0.5CF6,島
27.5CF1,0.5CF1,峱
27.5DA7,0.5DA7,嶧
27.5D4E,0.5D4E,嵎
27.5DB7,0.5DB7,嶷
27.E7C5,2.E043,𡼐
27.E7C6,1.F669,㞦
27.5DC0,0.5DC0,巀
27.E7C7,2.E0B3,𡾦
27.5D0B,0.5D0B,崋
27.5D1E,0.5D1E,崞
27.5D35,0.5D35,崵
27.5CB5,0.5CB5,岵
27.5C7A,0.5C7A,屺
27.5DA8,0.5DA8,嶨
27.E7C8,1.F82A,嶅
27.5CA8,0.5CA8,岨
27.5CA1,0.5CA1,岡
27.5C91,0.5C91,岑
27.5D1F,0.5D1F,崟
27.5D12,0.5D12,崒
27.5DD2,0.5DD2,巒
27.5BC6,0.5BC6,密
27.5CAB,0.5CAB,岫
27.E7C9,4.E9DE,𥥉
27.E7CA,0.5CFB,峻
27.5CFB,0.5CFB,峻
27.5D9E,0.5D9E,嶞
27.E7CB,2.E021,嶘
27.5D1B,0.5D1B,崛
27.E7CC,2.E0D4,𡿋
27.5CF0,0.5CF0,峰
27.5DD6,0.5DD6,巖
27.5D52,0.5D52,嵒
27.E7CD,2.E04F,𡼊
27.E7CE,2.E064,𡽕
27.E7CF,1.F735,𡷥
27.E7D0,6.E9D9,𡽃
27.5D6F,0.5D6F,嵯
27.5CE8,0.5CE8,峨
27.5D1D,0.5D1D,崝
27.5DB8,0.5DB8,嶸
27.E7D1,1.F725,𡷨
27.5D29,0.5D29,崩
27.E7D2,6.E93E,𨹹
27.5CAA,0.5CAA,岪
27.E7D3,1.F7F2,嵍
27.5DA2,0.5DA2,嶢
27.E7D4,1.F7AD,𡸤
27.5D55,0.5D55,嵕
27.5C8A,0.5C8A,岊
27.5D07,0.5D07,崇
27.5D14,0.5D14,崔
27.5D99,0.5D99,嶙
27.5CCB,0.5CCB,峋
27.5C8C,0.5C8C,岌
27.5DA0,0.5DA0,嶠
27.5D4C,0.5D4C,嵌
27.5DBC,0.5DBC,嶼
27.5DBA,0.5DBA,嶺
27.5D50,0.5D50,嵐
27.5D69,0.5D69,嵩
27.5D11,0.5D11,崑
27.5D19,0.5D19,崙
27.5D47,0.5D47,嵇
27.5C7E,0.5C7E,屾
27.5D5E,0.5D5E,嵞
27.F3AF,0.F3AF,屵
27.5CB8,0.5CB8,岸
27.5D16,0.5D16,崖
27.E7D5,1.F7FF,嵟
27.E7D6,1.F800,𡺮
27.E7D7,2.E024,嶏
27.F4EA,0.F4EA,广
27.5E9C,0.5E9C,府
27.5EF1,0.5EF1,廱
27.5EA0,0.5EA0,庠
27.5EEC,0.5EEC,廬
27.5EAD,0.5EAD,庭
27.5EC7,0.5EC7,廇
27.5E89,0.5E89,庉
27.5E8C,0.5E8C,庌
27.5EE1,0.5EE1,廡
27.E7D8,0.5EE1,廡
27.E7D9,2.E3BE,㢚
27.5E96,0.5E96,庖
27.5EDA,0.5EDA,廚
27.5EAB,0.5EAB,庫
27.5EC4,0.5EC4,廄
27.E7DA,1.E651,𠤙
27.5E8F,0.5E8F,序
27.5EE6,0.5EE6,廦
27.5EE3,0.5EE3,廣
