字體編號,楷書字體編號,楷書字型
27.5EE5,0.5EE5,廥
27.5EBE,0.5EBE,庾
27.5EB0,0.5EB0,庰
27.5EC1,0.5EC1,廁
27.5EDB,0.5EDB,廛
27.E7DB,2.E2E3,㡲
27.E7DC,2.E39B,𢊕
27.E7DD,2.E34C,㢋
27.5EC9,0.5EC9,廉
27.E7DE,2.E34A,㢉
27.9F90,0.9F90,龐
27.5E95,0.5E95,底
27.5EA2,0.5EA2,庢
27.5EEE,0.5EEE,廮
27.E7DF,2.E2F6,𢇷
27.5EB3,0.5EB3,庳
27.5E87,0.5E87,庇
27.5EB6,0.5EB6,庶
27.5EA4,0.5EA4,庤
27.5ED9,0.5ED9,廙
27.5ED4,0.5ED4,廔
27.E7E0,2.E34D,㢈
27.5EE2,0.5EE2,廢
27.5EAE,0.5EAE,庮
27.5ED1,0.5ED1,廑
27.5EDF,0.5EDF,廟
27.E7E1,2.E366,庿
27.E7E2,2.E2F8,㡹
27.E7E3,2.E36D,𢉥
27.F097,0.F097,㡿
27.5EDE,0.5EDE,廞
27.E7E4,2.E3DB,廫
27.5EC8,0.5EC8,廈
27.5ECA,0.5ECA,廊
27.5EC2,0.5EC2,廂
27.5EAA,0.5EAA,庪
27.5EB1,0.5EB1,庱
27.5ED6,0.5ED6,廖
27.5382,0.5382,厂
27.F60A,0.F60A,厈
27.F389,0.F389,厓
27.539C,0.539C,厜
27.E7E5,1.E203,㕒
27.F621,0.F621,𠪚
27.53AC,0.53AC,厬
27.538E,0.538E,厎
27.7825,0.7825,砥
27.53A5,0.53A5,厥
27.53B2,0.53B2,厲
27.E7E6,0.53B2,厲
27.E7E7,1.E202,厱
27.53A4,0.53A4,厤
27.E7E8,1.E1F6,𠪙
27.E7E9,1.E18C,㕆
27.5397,0.5397,厗
27.E7EA,1.E192,㕇
27.E7EB,1.E1BF,𠩫
27.E7EC,1.E1C1,㕋
27.E7ED,1.E1A8,㕊
27.539D,0.539D,厝
27.5396,0.5396,厖
27.E7EE,1.E170,𠨲
27.E7EF,1.E1AA,𠩘
27.4EC4,0.4EC4,仄
27.E7F0,0.4EC4,仄
27.E7F1,1.E204,𠪮
27.539E,0.539E,厞
27.53AD,0.53AD,厭
27.F591,0.F591,厃
27.4E38,0.4E38,丸
27.E7F2,1.F242,𠷏
27.E7F3,4.ED4C,䎠
27.597F,0.597F,奿
27.5371,0.5371,危
27.E7F4,2.EFCB,㩻
27.77F3,0.77F3,石
27.78FA,0.78FA,磺
27.F571,0.F571,卝
27.78AD,0.78AD,碭
27.E7F5,3.F743,碝
27.782E,0.782E,砮
27.791C,0.791C,礜
27.78A3,0.78A3,碣
27.E7F6,7.EE21,𡄌
27.78CF,0.78CF,磏
27.78AC,0.78AC,碬
27.792B,0.792B,礫
27.E7F8,3.F6AD,䂬
27.78E7,0.78E7,磧
27.7891,0.7891,碑
27.E7F9,3.F756,䃍
27.E7FA,3.F771,磒
27.E7FB,3.F730,䂹
27.785E,0.785E,硞
27.7860,0.7860,硠
27.7910,0.7910,礐
27.7848,0.7848,硈
27.78D5,0.78D5,磕
27.787B,0.787B,硻
27.78FF,0.78FF,磿
27.78DB,0.78DB,磛
27.7939,0.7939,礹
27.E7FC,3.F7CE,礊
27.786E,0.786E,确
27.E7FD,3.EE0E,𥔳
27.78FD,0.78FD,磽
27.786A,0.786A,硪
27.789E,0.789E,碞
27.78EC,0.78EC,磬
27.F558,0.78EC,磬
27.785C,0.785C,硜
27.7919,0.7919,礙
27.7869,0.7869,硩
27.E7FF,3.F6C2,硟
27.788E,0.788E,碎
27.7834,0.7834,破
27.7931,0.7931,礱
27.7814,0.7814,研
27.E800,3.F826,䃺
27.78D1,0.78D1,磑
27.7893,0.7893,碓
27.E801,3.F723,䂿
27.78FB,0.78FB,磻
27.E802,3.F7FB,𥗁
27.786F,0.786F,硯
27.782D,0.782D,砭
27.E803,3.F76B,䃒
27.7822,0.7822,砢
27.78CA,0.78CA,磊
27.792A,0.792A,礪
27.788F,0.788F,碏
27.78EF,0.78EF,磯
27.788C,0.788C,碌
27.7827,0.7827,砧
27.780C,0.780C,砌
27.7929,0.7929,礩
27.790E,0.790E,礎
27.787E,0.787E,硾
27.9577,0.9577,長
27.E804,0.9577,長
27.E805,0.9577,長
27.8086,0.8086,肆
27.E806,7.E00A,𩭞
27.F0F6,0.F0F6,镾
27.957B,0.957B,镻
27.52FF,0.52FF,勿
27.E807,3.EE71,𣃦
27.661C,0.661C,昜
27.5189,0.5189,冉
27.800C,0.800C,而
27.800F,0.800F,耏
27.8010,0.8010,耐
27.8C55,0.8C55,豕
27.E808,0.8C55,豕
27.8C6C,0.8C6C,豬
27.8C70,0.8C70,豰
27.8C6F,0.8C6F,豯
27.8C75,0.8C75,豵
27.8C5D,0.8C5D,豝
27.8C5C,0.8C5C,豜
27.8C76,0.8C76,豶
27.8C6D,0.8C6D,豭
27.E809,5.F0A8,豛
27.E80A,5.F0F4,䝐
27.8C64,0.8C64,豤
27.8C77,0.8C77,豷
27.E80B,5.F0C1,豧
27.8C62,0.8C62,豢
27.E80C,5.F0AB,豠
27.8C72,0.8C72,豲
27.8C68,0.8C68,豨
27.8C56,0.8C56,豖
27.8C66,0.8C66,豦
27.F0D3,0.F0D3,𧱏
27.8C69,0.8C69,豩
27.F3B0,0.F3B0,㣇
27.E80D,0.F3B0,㣇
27.E80E,0.F3B0,㣇
27.E80F,2.F6B2,𢑢
27.E810,0.8C6A,豪
27.8C6A,0.8C6A,豪
27.5F59,0.5F59,彙
27.875F,0.875F,蝟
27.EEA5,0.EEA5,㣈
27.E812,0.EEA5,㣈
27.F58A,0.F58A,彑
27.5F58,0.5F58,彘
27.E813,5.F09C,𧰲
27.F0B8,0.F0B8,𢑓
27.5F56,0.5F56,彖
27.EDAA,0.8C5A,豚
27.8C5A,0.8C5A,豚
27.E814,3.ECDE,𧲝
27.8C78,0.8C78,豸
27.8C79,0.8C79,豹
27.8C99,0.8C99,貙
27.8C9A,0.8C9A,貚
27.8C94,0.8C94,貔
27.E815,6.E139,豼
27.8C7A,0.8C7A,豺
27.8C90,0.8C90,貐
27.8C98,0.8C98,貘
27.E816,6.E1A1,𧴄
27.8C9C,0.8C9C,貜
27.8C80,0.8C80,貀
27.E817,6.E15C,貈
27.8C7B,0.8C7B,豻
27.72B4,0.72B4,犴
27.8C82,0.8C82,貂
27.8C89,0.8C89,貉
27.8C86,0.8C86,貆
27.8C8D,0.8C8D,貍
27.8C92,0.8C92,貒
27.E818,6.E1B9,貛
27.8C81,0.8C81,貁
27.8C93,0.8C93,貓
27.F3B1,0.F3B1,𤉡
27.5155,0.5155,兕
27.6613,0.6613,易
27.8C61,0.8C61,象
27.8C6B,0.8C6B,豫
27.E819,0.8C6B,豫
27.99AC,0.99AC,馬
27.E81A,0.99AC,馬
27.E81B,0.99AC,馬
27.9A2D,0.9A2D,騭
27.F0B7,0.F0B7,𩡧
27.99D2,0.99D2,駒
27.E81C,7.E09A,𩡩
27.E81D,7.E21B,𩦂
27.9A0F,0.9A0F,騏
27.9A6A,0.9A6A,驪
27.99FD,0.99FD,駽
27.9A29,0.9A29,騩
27.9A2E,0.9A2E,騮
27.9A22,0.9A22,騢
27.9A05,0.9A05,騅
27.99F1,0.99F1,駱
27.99F0,0.99F0,駰
27.9A44,0.9A44,驄
27.9A48,0.9A48,驈
27.99F9,0.99F9,駹
27.9A27,0.9A27,騧
27.E81E,7.E224,𩦣
27.9A43,0.9A43,驃
27.99D3,0.99D3,駓
27.9A56,0.9A56,驖
27.E81F,7.E167,䮗
27.99B0,0.99B0,馰
27.99C1,0.99C1,駁
27.99B5,0.99B5,馵
27.9A54,0.9A54,驔
27.9A60,0.9A60,驠
27.9A3D,0.9A3D,騽
27.E820,7.E1C2,䮧
27.9A1B,0.9A1B,騛
27.9A41,0.9A41,驁
27.9A65,0.9A65,驥
27.99FF,0.99FF,駿
27.9A4D,0.9A4D,驍
27.F071,0.F071,䮔
27.E821,0.F071,䮔
27.9A55,0.9A55,驕
27.9A0B,0.9A0B,騋
27.9A69,0.9A69,驩
27.9A57,0.9A57,驗
27.E822,7.E10D,𩢑
27.E823,7.E11E,𩢮
27.E824,7.E0C5,馼
27.E825,7.E0AD,馶
27.99DC,0.99DC,駜
27.E826,7.E10F,駫
27.E827,7.E1DC,騯
27.E828,7.E0C3,䭹
27.9A64,0.9A64,驤
27.9A40,0.9A40,驀
27.9A0E,0.9A0E,騎
27.99D5,0.99D5,駕
27.E829,3.E3EF,𤙑
27.9A11,0.9A11,騑
27.99E2,0.99E2,駢
27.9A42,0.9A42,驂
27.99DF,0.99DF,駟
27.99D9,0.99D9,駙
27.E82A,7.E193,𩤠
27.E82B,7.E145,騀
27.E82C,7.E0F8,駊
27.E82D,7.E1D0,𩥅
27.7BE4,0.7BE4,篤
27.9A24,0.9A24,騤
27.E82E,7.E22F,䮸
27.99F8,0.99F8,駸
27.99BA,0.99BA,馺
27.99AE,0.99AE,馮
27.E82F,7.E138,𩣘
27.9A03,0.9A03,騃
27.9A5F,0.9A5F,驟
27.E830,7.E0EC,𩢛
27.98BF,0.98BF,颿
27.9A45,0.9A45,驅
27.657A,0.657A,敺
27.99B3,0.99B3,馳
27.9A16,0.9A16,騖
27.E831,7.E109,𩢾
27.9A01,0.9A01,騁
27.99FE,0.99FE,駾
27.E832,7.E0E2,䭿
27.99FB,0.99FB,駻
27.99E7,0.99E7,駧
27.9A5A,0.9A5A,驚
27.99ED,0.99ED,駭
27.E833,7.E127,𩢯
27.9A2B,0.9A2B,騫
27.99D0,0.99D0,駐
27.99B4,0.99B4,馴
27.99D7,0.99D7,駗
27.9A59,0.9A59,驙
27.9A3A,0.9A3A,騺
27.9A67,0.9A67,驧
27.9A2C,0.9A2C,騬
27.E834,7.E0BE,𩡺
27.9A37,0.9A37,騷
27.99BD,0.99BD,馽
27.7E36,0.7E36,縶
27.99D8,0.99D8,駘
27.99D4,0.99D4,駔
27.9A36,0.9A36,騶
27.9A5B,0.9A5B,驛
27.99B9,0.99B9,馹
27.9A30,0.9A30,騰
27.E835,7.E1E5,䮤
27.99C9,0.99C9,駉
27.99EA,0.99EA,駪
27.99EE,0.99EE,駮
27.99C3,0.99C3,駃
27.9A20,0.9A20,騠
27.E836,3.ECCF,驘
27.E837,7.E267,䯁
27.9A62,0.9A62,驢
27.E838,7.E1E3,𩥃
27.9A52,0.9A52,驒
27.9A31,0.9A31,騱
27.9A0A,0.9A0A,騊
27.99FC,0.99FC,駼
27.9A6B,0.9A6B,驫
27.E839,7.E101,𩢲
27.99E5,0.99E5,駥
27.9A23,0.9A23,騣
27.99B1,0.99B1,馱
27.E83A,7.E1DE,𩥍
27.5ECC,0.5ECC,廌
27.E83B,2.E756,𡦴
27.85A6,0.85A6,薦
27.E83C,3.E367,灋
27.6CD5,0.6CD5,法
27.9E7F,0.9E7F,鹿
27.9E9A,0.9E9A,麚
27.9E9F,0.9E9F,麟
27.E83D,7.EA01,𪋐
27.E83E,7.EA0C,𪋝
27.9E9B,0.9E9B,麛
27.9E89,0.9E89,麉
27.9E92,0.9E92,麒
27.E83F,7.E9EF,麐
27.9E8B,0.9E8B,麋
27.9E8E,0.9E8E,麎
27.E840,7.E9E1,𪊨
27.9E87,0.9E87,麇
27.E841,7.E9F6,麕
27.E842,7.EA10,麞
27.9E94,0.9E94,麔
27.9EA0,0.9EA0,麠
27.E843,7.E9FA,麖
27.9E83,0.9E83,麃
27.9E88,0.9E88,麈
27.9E91,0.9E91,麑
27.9E99,0.9E99,麙
27.E844,7.EA26,麢
27.E845,7.E9D7,𪊧
27.9E9D,0.9E9D,麝
27.E846,7.EA1E,𪋮
27.9E97,0.9E97,麗
27.E847,0.9E97,麗
27.E848,0.9E97,麗
27.9E80,0.9E80,麀
27.E849,7.EA03,𪋎
27.9EA4,0.9EA4,麤
27.E84A,0.5875,塵
27.E84B,0.5875,塵
27.F5E6,0.F5E6,㲋
27.E84C,0.F5E6,㲋
27.6BDA,0.6BDA,毚
27.E84D,1.E980,𣬕
27.E84E,1.E924,𣬎
27.5154,0.5154,兔
27.9038,0.9038,逸
27.51A4,0.51A4,冤
27.E84F,2.E893,婏
27.E850,1.E696,𠓗
27.E851,1.EAA4,㕙
27.F657,0.F657,萈
27.72AC,0.72AC,犬
27.72D7,0.72D7,狗
27.7340,0.7340,獀
27.5C28,0.5C28,尨
27.72E1,0.72E1,狡
27.736A,0.736A,獪
27.E852,2.F187,㺜
27.7332,0.7332,猲
27.7362,0.7362,獢
27.736B,0.736B,獫
27.E853,2.F047,㹥
27.7308,0.7308,猈
27.7317,0.7317,猗
27.72CA,0.72CA,狊
27.E854,2.F0F3,𤟟
27.9ED8,0.9ED8,默
27.731D,0.731D,猝
27.7329,0.7329,猩
27.E855,2.F114,㺌
27.E856,2.F158,㺖
27.7325,0.7325,猥
27.737F,0.737F,獿
27.E857,2.F14C,㺒
27.E858,2.F14F,㺑
27.734E,0.734E,獎
27.E859,2.F0B3,㹽
27.72E6,0.72E6,狦
27.72E0,0.72E0,狠
27.E85A,2.F16A,㺕
27.72CB,0.72CB,狋
27.F33C,0.F33C,㹞
27.7361,0.7361,獡
27.7377,0.7377,獷
27.72C0,0.72C0,狀
27.E85B,2.F087,𤞛
27.7352,0.7352,獒
27.7373,0.7373,獳
27.E85C,2.F069,狧
27.72CE,0.72CE,狎
27.72C3,0.72C3,狃
27.72AF,0.72AF,犯
27.731C,0.731C,猜
27.731B,0.731B,猛
27.72BA,0.72BA,犺
27.E85D,2.F031,㹤
27.602F,0.602F,怯
27.E85E,2.F16E,獜
27.7367,0.7367,獧
27.500F,0.500F,倏
27.72DF,0.72DF,狟
27.E85F,2.F010,犻
27.E860,2.F0B6,𤟍
27.730C,0.730C,猌
27.72AE,0.72AE,犮
27.623E,0.623E,戾
27.7368,0.7368,獨
27.E861,2.F09F,𤞞
27.E862,2.F1B7,𤣗
27.E863,3.F58E,𥙮
27.7375,0.7375,獵
27.7360,0.7360,獠
27.72E9,0.72E9,狩
27.81ED,0.81ED,臭
27.7372,0.7372,獲
27.7358,0.7358,獘
27.6583,0.6583,斃
27.737B,0.737B,獻
27.E864,2.F00C,𤜵
27.735F,0.735F,獟
27.72FE,0.72FE,狾
27.72C2,0.72C2,狂
27.E865,3.F188,忹
27.985E,0.985E,類
27.72C4,0.72C4,狄
27.72FB,0.72FB,狻
27.7383,0.7383,玃
27.7336,0.7336,猶
27.72D9,0.72D9,狙
27.7334,0.7334,猴
27.E866,3.EE01,㺉
27.72FC,0.72FC,狼
27.E867,2.F040,狛
27.734C,0.734C,獌
27.72D0,0.72D0,狐
27.737A,0.737A,獺
27.7335,0.7335,猵
27.E868,2.F19A,獱
27.730B,0.730B,猋
27.72D8,0.72D8,狘
27.E869,2.F0F8,𤟤
27.72F7,0.72F7,狷
27.7330,0.7330,猰
27.F106,0.F106,㹜
27.E86A,2.F107,㺇
27.7344,0.7344,獄
27.9F20,0.9F20,鼠
27.E86B,7.EBDE,𪖇
27.E86C,7.EBAD,䶅
27.9F22,0.9F22,鼢
27.86A1,0.86A1,蚡
27.E86D,7.EB9C,䶄
27.9F36,0.9F36,鼶
27.E86E,7.EBB1,𪕚
27.9F2B,0.9F2B,鼫
27.9F28,0.9F28,鼨
27.E86F,0.9F28,鼨
27.E870,7.EBD2,𪕶
27.E871,6.E194,貖
27.9F37,0.9F37,鼷
27.9F29,0.9F29,鼩
27.9F38,0.9F38,鼸
27.E872,7.EB95,䶃
27.9F2C,0.9F2C,鼬
27.E873,7.EB8B,䶂
27.E874,7.EBA3,𪕎
27.E875,7.EBA8,𪕊
27.9F32,0.9F32,鼲
27.E876,7.EBC2,𪕮
27.80FD,0.80FD,能
27.718A,0.718A,熊
27.7F86,0.7F86,羆
27.E877,4.EB4E,𥀍
27.706B,0.706B,火
27.709F,0.709F,炟
27.E878,3.EF4F,𤈦
27.71EC,0.71EC,燬
27.71F9,0.71F9,燹
27.710C,0.710C,焌
27.F607,0.F607,尞
27.7136,0.7136,然
27.7207,0.7207,爇
27.71D4,0.71D4,燔
27.71D2,0.71D2,燒
27.70C8,0.70C8,烈
27.E879,3.EF04,炪
27.719A,0.719A,熚
27.E87A,3.F0A3,𤒓
27.70DD,0.70DD,烝
27.70F0,0.70F0,烰
27.7166,0.7166,煦
27.71AF,0.71AF,熯
27.E87B,3.EF02,炥
27.E87C,3.F00D,熮
27.711B,0.711B,焛
27.E87D,3.F024,㷳
27.71B2,0.71B2,熲
27.721A,0.721A,爚
27.719B,0.719B,熛
27.7187,0.7187,熇
27.E87E,3.EF20,烄
27.F0BB,0.F0BB,㶣
27.71CB,0.71CB,燋
27.70AD,0.70AD,炭
27.E87F,3.EF4A,𤈩
27.E880,2.F51C,𤉧
27.E881,3.EEE8,炦
27.7070,0.7070,灰
27.70B1,0.70B1,炱
27.7168,0.7168,煨
27.7184,0.7184,熄
27.70D3,0.70D3,烓
27.7141,0.7141,煁
27.71C0,0.71C0,燀
27.708A,0.708A,炊
27.70D8,0.70D8,烘
27.9F4C,0.9F4C,齌
27.71B9,0.71B9,熹
27.714E,0.714E,煎
27.71AC,0.71AC,熬
27.E882,7.E39C,䵅
27.70AE,0.70AE,炮
27.E883,1.E6F1,𤇯
27.E884,3.F036,𤎯
27.E885,3.F075,𤐧
27.E886,3.F0E4,𤓜
27.7206,0.7206,爆
27.716C,0.716C,煬
27.E887,3.EFE3,𤌍
27.721B,0.721B,爛
27.E888,3.F045,燗
27.7222,0.7222,爢
27.5C09,0.5C09,尉
27.F107,0.F107,𪚰
27.7078,0.7078,灸
27.707C,0.707C,灼
27.7149,0.7149,煉
27.71ED,0.71ED,燭
27.719C,0.719C,熜
27.707A,0.707A,灺
27.F0A1,0.F0A1,㶳
27.7120,0.7120,焠
27.7163,0.7163,煣
27.711A,0.711A,焚
27.E889,3.EFD1,熑
27.71CE,0.71CE,燎
27.7968,0.7968,票
27.E88A,3.EFFD,㷮
27.E88B,0.7126,焦
27.7126,0.7126,焦
27.F108,0.F108,烖
27.F04F,0.F04F,灾
27.E88C,3.EEB7,𤆎
27.707D,0.707D,災
27.7159,0.7159,煙
27.E88E,3.EF14,烟
27.E88F,2.E493,𡨾
27.E890,2.E4FC,𤎟
27.7106,0.7106,焆
27.7185,0.7185,熅
27.E891,3.EF46,𤈥
27.71C2,0.71C2,燂
27.711E,0.711E,焞
27.70B3,0.70B3,炳
27.712F,0.712F,焯
27.7167,0.7167,照
27.7152,0.7152,煒
27.E892,3.EF1F,㶴
27.71A0,0.71A0,熠
27.715C,0.715C,煜
27.71FF,0.71FF,燿
27.7147,0.7147,煇
27.714C,0.714C,煌
27.711C,0.711C,焜
27.70AF,0.70AF,炯
27.E893,3.F073,爗
27.7213,0.7213,爓
27.70AB,0.70AB,炫
27.5149,0.5149,光
27.E894,0.5149,光
27.F036,0.5149,光
27.71B1,0.71B1,熱
27.71BE,0.71BE,熾
27.E895,0.71BE,熾
27.71E0,0.71E0,燠
27.7156,0.7156,煖
27.E896,3.EF8E,煗
27.7085,0.7085,炅
27.7095,0.7095,炕
27.71E5,0.71E5,燥
27.F610,0.F610,烕
27.E897,3.EF44,焅
27.71FE,0.71FE,燾
27.721F,0.721F,爟
27.70DC,0.70DC,烜
27.70FD,0.70FD,烽
27.721D,0.721D,爝
27.E898,3.EFF1,熭
27.7199,0.7199,熙
27.721E,0.721E,爞
27.717D,0.717D,煽
27.70D9,0.70D9,烙
27.720D,0.720D,爍
27.71E6,0.71E6,燦
27.7165,0.7165,煥
27.708E,0.708E,炎
27.71C4,0.71C4,燄
27.E899,4.F26E,𦧡
27.F0C3,0.F0C3,𤎭
27.7154,0.7154,煔
27.71C5,0.71C5,燅
27.E89A,3.F038,𤏝
27.E89B,1.EB1F,𤏻
27.F5CE,0.F5CE,粦
27.9ED1,0.9ED1,黑
27.E89C,7.EAED,黸
27.E89D,7.EAE1,䵳
27.9EEF,0.9EEF,黯
27.9EF6,0.9EF6,黶
27.9EF3,0.9EF3,黳
27.E89E,7.EA5D,䵣
27.E89F,7.EAEB,𪒹
27.E8A0,7.EA9E,䵮
27.9EF2,0.9EF2,黲
27.9EE4,0.9EE4,黤
27.9EDD,0.9EDD,黝
27.E8A1,7.EA51,黗
27.9EDE,0.9EDE,點
27.9EDA,0.9EDA,黚
27.E8A2,7.EA89,𪑙
27.E8A3,7.EABF,𪑲
27.E8A4,7.EAE5,䵵
27.E8A5,7.EA66,䵤
27.9EE0,0.9EE0,黠
27.9ED4,0.9ED4,黔
27.9ED5,0.9ED5,黕
27.9EE8,0.9EE8,黨
27.9EF7,0.9EF7,黷
27.9EF5,0.9EF5,黵
27.9EF4,0.9EF4,黴
27.9EDC,0.9EDC,黜
27.E8A6,7.EABA,𪒀
27.E8A7,3.ECC7,黱
27.5135,0.5135,儵
27.E8A8,7.EA80,𪑝
27.E8A9,7.EAA9,𪑩
27.9EEE,0.9EEE,黮
27.9EED,0.9EED,黭
27.9EE5,0.9EE5,黥
27.E8AA,7.EA40,䵞
27.E8AB,7.EACB,𪒠
27.9EDF,0.9EDF,黟
27.56EA,0.56EA,囪
27.7A97,0.7A97,窗
27.F081,0.56EA,囪
27.F555,0.F555,悤
27.7131,0.7131,焱
27.7192,0.7192,熒
27.71CA,0.71CA,燊
27.7099,0.7099,炙
27.E8AC,3.F078,𤐬
27.E8AD,3.F0B0,㸋
27.E8AE,3.F0AF,爒
27.8D64,0.8D64,赤
27.E8AF,3.EF4B,烾
27.8D68,0.8D68,赨
27.E8B0,3.EE24,𧹲
27.8D67,0.8D67,赧
27.E8B1,5.ED6E,䞓
27.8D6C,0.8D6C,赬
27.E8B2,5.ED63,𧹙
27.6D7E,0.6D7E,浾
27.E8B3,2.F7F9,泟
27.8D6D,0.8D6D,赭
27.F0B6,0.F0B6,𧹳
27.8D6B,0.8D6B,赫
27.8D69,0.8D69,赩
27.8D6E,0.8D6E,赮
27.5927,0.5927,大
27.594E,0.594E,奎
27.593E,0.593E,夾
27.5944,0.5944,奄
27.5938,0.5938,夸
27.E8B4,1.EEE7,𡘍
27.E8B5,1.EEDD,𡗷
27.E8B6,1.EF3C,奯
27.F58D,0.F58D,𢧜
27.5945,0.5945,奅
27.E8B7,1.EEC1,夽
27.E8B8,1.EEDE,奃
27.E8B9,1.EECB,𡗦
27.E8BA,1.EEEA,𡗼
27.E8BB,1.EEE2,㚕
27.E8BC,1.EECE,𡗥
27.5951,0.5951,契
27.5937,0.5937,夷
27.4EA6,0.4EA6,亦
27.F681,0.F681,㚒
27.F4C8,0.F4C8,夨
27.E8BD,1.EC44,𡔣
27.594A,0.594A,奊
27.5433,0.5433,吳
27.F2A1,0.5433,吳
27.592D,0.592D,夭
27.55AC,0.55AC,喬
27.5E78,0.5E78,幸
27.5954,0.5954,奔
27.4EA4,0.4EA4,交
27.E8BE,1.E71D,𩎮
27.7D5E,0.7D5E,絞
27.5C22,0.5C22,尢
27.E8BF,1.EF7C,𡯪
27.5C33,0.5C33,尳
27.E8C0,1.EF6F,㝿
27.E8C1,1.EF68,㝾
27.E8C2,1.EF78,𡯣
27.E8C3,1.EF95,尲
27.5C2C,0.5C2C,尬
27.5C25,0.5C25,尥
27.E8C4,1.EFA6,𡰖
27.E8C5,1.EFAE,𡰢
27.E8C6,1.EF56,㝼
27.E8C7,1.EFAC,𡰠
27.58FA,0.58FA,壺
27.E8C8,1.ECD4,㚃
27.58F9,0.58F9,壹
27.61FF,0.61FF,懿
27.F495,0.F495,㚔
27.776A,0.776A,睪
27.57F7,0.57F7,執
27.5709,0.5709,圉
27.76E9,0.76E9,盩
27.5831,0.5831,報
27.F0DA,0.F0DA,𥷚
27.F051,0.F051,𥱩
27.5962,0.5962,奢
27.5953,0.5953,奓
27.5972,0.5972,奲
27.4EA2,0.4EA2,亢
27.980F,0.980F,頏
27.E8C9,2.E2BC,𡕧
27.F48E,0.F48E,夲
27.F085,0.F085,𠦪
27.F060,0.F060,曓
27.E8CA,2.E77A,𡴞
27.594F,0.594F,奏
27.E8CB,2.E5FD,𡲯
27.E8CC,2.F507,𢽥
27.768B,0.768B,皋
27.F48F,0.F48F,夰
27.E8CD,4.E15A,𥉁
27.5961,0.5961,奡
27.660A,0.660A,昊
27.81E9,0.81E9,臩
27.F05F,0.F05F,亣
27.5955,0.5955,奕
27.5958,0.5958,奘
27.E8CE,1.EEDC,㚖
27.595A,0.595A,奚
27.800E,0.800E,耎
27.F067,0.F067,𡚇
27.5970,0.5970,奰
27.592B,0.592B,夫
27.898F,0.898F,規
27.F0B5,0.F0B5,㚘
27.7ACB,0.7ACB,立
27.E8CF,4.E972,䇐
27.E8D0,4.E96F,䇏
27.7AEF,0.7AEF,端
27.E8D1,4.E984,竱
27.7AE6,0.7AE6,竦
27.7AEB,0.7AEB,竫
27.9756,0.9756,靖
27.E8D2,4.E961,竢
27.E8D3,4.E92A,䇃
27.7AD8,0.7AD8,竘
27.E8D4,4.E997,竵
27.7AED,0.7AED,竭
27.E8D5,4.E990,䇓
27.E8D6,4.E982,𥪥
27.E8D7,3.EC8B,䇔
27.7AE3,0.7AE3,竣
27.E8D8,4.E974,𥪋
27.E8D9,4.E964,䇎
27.E8DA,4.E96C,䇑
27.E8DB,4.E992,竲
27.4E26,0.4E26,並
27.66FF,0.66FF,替
28.666E,0.66FF,替
27.E8DC,0.66FF,替
27.56DF,0.56DF,囟
27.E8DD,3.EBED,𦞤
27.E8DE,0.56DF,囟
27.F61B,0.F61B,巤
27.EDEF,0.EDEF,𣬈
27.601D,0.601D,思
27.616E,0.616E,慮
27.5FC3,0.5FC3,心
27.606F,0.606F,息
27.60C5,0.60C5,情
27.6027,0.6027,性
27.5FD7,0.5FD7,志
27.610F,0.610F,意
27.6049,0.6049,恉
27.F52B,0.F52B,𢛳
27.E8E0,0.F52B,𢛳
27.61C9,0.61C9,應
27.614E,0.614E,慎
27.F043,0.F043,昚
27.5FE0,0.5FE0,忠
27.6128,0.6128,愨
27.E8E1,3.F4B9,𢤧
27.5FEB,0.5FEB,快
27.611C,0.611C,愜
27.5FF5,0.5FF5,念
27.6024,0.6024,怤
27.61B2,0.61B2,憲
27.E8E2,3.F434,憕
27.6201,0.6201,戁
27.5FFB,0.5FFB,忻
27.E8E3,3.F322,𢝆
27.60F2,0.60F2,惲
27.60C7,0.60C7,惇
27.E8E4,3.F1A6,忼
27.6168,0.6168,慨
27.6083,0.6083,悃
27.610A,0.610A,愊
27.613F,0.613F,愿
27.6167,0.6167,慧
27.61AD,0.61AD,憭
27.6054,0.6054,恔
27.7631,0.7631,瘱
27.60B0,0.60B0,悰
27.606C,0.606C,恬
27.6062,0.6062,恢
27.606D,0.606D,恭
27.61BC,0.61BC,憼
27.6055,0.6055,恕
27.E8E5,3.F161,㣽
27.6021,0.6021,怡
27.6148,0.6148,慈
27.5FEF,0.5FEF,忯
27.E8E6,3.F37D,㥴
27.606E,0.606E,恮
27.6069,0.6069,恩
27.E8E7,3.F39C,慸
27.6196,0.6196,憖
27.E8E8,3.F49C,懬
27.6088,0.6088,悈
27.F641,0.F641,㥯
27.6176,0.6176,慶
27.6103,0.6103,愃
27.613B,0.613B,愻
27.E8E9,3.F35D,㥶
27.6042,0.6042,恂
27.5FF1,0.5FF1,忱
27.60DF,0.60DF,惟
27.61F7,0.61F7,懷
27.60C0,0.60C0,惀
27.60F3,0.60F3,想
27.E8EA,3.F32B,㥞
27.6149,0.6149,慉
27.F084,0.F084,𢡃
27.E8EB,3.F24C,悥
27.60B9,0.60B9,悹
27.6180,0.6180,憀
27.E8EC,3.F2FF,愙
27.612F,0.612F,愯
27.61FC,0.61FC,懼
27.E8ED,3.F34E,愳
27.6019,0.6019,怙
27.6043,0.6043,恃
27.6152,0.6152,慒
